avg_power,spectral_centroid,peak_freq,pow_delta,log_pow_delta,pow_theta,log_pow_theta,pow_alpha,log_pow_alpha,pow_beta,log_pow_beta,pow_gamma,log_pow_gamma,file_name,epoch_idx,difficulty
2.236054574305201e-12,5.6862354740444445,1.0,1.7589576516233092e-11,-10.754744616419577,4.9765341662605585e-12,-11.303073009947338,1.2120846224454086e-12,-11.916467058570593,4.603106821490939e-13,-12.336948946582071,2.621174636906586e-13,-12.58150404302965,sub-002_ses-3_task_all_physiological_recordings.xdf,11,easy
2.6770494926668047e-12,4.189707653991923,1.0,2.588500313579196e-11,-10.5869517780703,3.924127099155427e-12,-11.406256934633594,9.445200654614731e-13,-12.024788811456673,3.895751295970095e-13,-12.4094087761865,2.1866181225010008e-13,-12.660227056821425,sub-002_ses-3_task_all_physiological_recordings.xdf,12,easy
2.4607791507084562e-12,4.381283313348456,1.0,2.2975885172468903e-11,-10.638727747923856,3.887541983961805e-12,-11.410324907726011,1.1092650634834957e-12,-11.954964664983875,3.6132488389499186e-13,-12.442102128201848,2.0846300138879502e-13,-12.680971013680743,sub-002_ses-3_task_all_physiological_recordings.xdf,13,easy
1.4415623731528576e-12,6.1950028275568885,1.0,1.1043340127069966e-11,-10.956899551664618,2.7921380459622107e-12,-11.554063113585569,9.881759039204213e-13,-12.0051657403292,3.737397128283009e-13,-12.427430752442467,1.908452565184907e-13,-12.719318630021647,sub-002_ses-3_task_all_physiological_recordings.xdf,14,easy
2.6174767637010235e-12,5.0344114700668445,1.0,2.297927088328091e-11,-10.638663755299225,4.7966199912703625e-12,-11.319064686835667,1.1145746545044787e-12,-11.952890837050498,4.571889904842432e-13,-12.339904236346552,2.9401719392372483e-13,-12.53162727160195,sub-002_ses-3_task_all_physiological_recordings.xdf,15,hard
2.6219443886745813e-12,4.683635319841019,1.0,2.2733031797177883e-11,-10.643342640606743,5.607779729718211e-12,-11.251209053537593,1.0442890283087277e-12,-11.981179284832406,3.800515063324587e-13,-12.420157541803896,2.364756603857058e-13,-12.626213553040996,sub-002_ses-3_task_all_physiological_recordings.xdf,16,hard
2.6876816464353793e-12,4.795819396777621,1.0,2.3755559192788545e-11,-10.62423474207138,4.817902665170116e-12,-11.317141978187099,1.3973360767213107e-12,-11.854699128093403,4.0380308885388223e-13,-12.393830363284739,2.847005858721285e-13,-12.545611639137658,sub-002_ses-3_task_all_physiological_recordings.xdf,17,hard
2.5134738397879416e-12,4.418288800538729,1.0,2.4554813014159146e-11,-10.609863368688886,3.2690332189274556e-12,-11.485580666227955,8.662468800627843e-13,-12.062358316563637,3.9238947654337146e-13,-12.406282648438951,2.5992854907095703e-13,-12.585146017447608,sub-002_ses-3_task_all_physiological_recordings.xdf,18,hard
2.4762842339896136e-12,4.35515652715166,1.0,2.3265039652519226e-11,-10.633296202926303,4.058943274564426e-12,-11.391587018087938,8.917044032509549e-13,-12.049779088799573,3.631603313464916e-13,-12.439901596324423,2.2020344347666404e-13,-12.65717589394183,sub-002_ses-3_task_all_physiological_recordings.xdf,19,hard
2.2385845902978833e-12,5.505167477224517,1.0,1.7759801111792966e-11,-10.750561902101026,5.078301427368328e-12,-11.294281524738864,1.146572032485313e-12,-11.94059865586802,4.3472601700907767e-13,-12.361784367848351,2.537537975034413e-13,-12.595587449679918,sub-002_ses-3_task_all_physiological_recordings.xdf,20,hard
3.684743108475205e-12,4.182631105769137,1.0,3.460529387815202e-11,-10.46085745825337,6.4020985624140115e-12,-11.193677644033963,1.4595376247816131e-12,-11.835784705044297,4.4653577151260645e-13,-12.350143744506104,2.792918833139972e-13,-12.55394168543456,sub-002_ses-3_task_all_physiological_recordings.xdf,21,hard
2.0323453162880648e-12,5.18488807939612,1.0,1.837558285413349e-11,-10.73575887666176,2.7602707046847955e-12,-11.559048323809524,1.0458537071191083e-12,-11.980529059860956,4.256448543514812e-13,-12.370952612454309,2.4017444180137444e-13,-12.619473209985578,sub-002_ses-3_task_all_physiological_recordings.xdf,22,hard
1.8535331520755257e-12,7.17813603042131,1.0,1.3303468821934453e-11,-10.876035103859804,3.4396187276451684e-12,-11.463489695119389,1.3865338943120163e-12,-11.858069509473962,5.648335222684569e-13,-12.248079536276036,3.6177758260777256e-13,-12.441558347513165,sub-002_ses-3_task_all_physiological_recordings.xdf,23,hard
1.6529911924475063e-12,6.6980329850261535,1.0,1.2430179300712026e-11,-10.905522606776842,3.2728006863239515e-12,-11.485080442435779,8.922317916527748e-13,-12.049522306208294,4.694643163709194e-13,-12.32839741253984,3.016310899498136e-13,-12.520523896562977,sub-002_ses-3_task_all_physiological_recordings.xdf,24,hard
2.805011602145189e-12,5.151047821946019,1.0,2.3998030046230063e-11,-10.619824407253635,5.46646766633714e-12,-11.262293216364297,1.1997795876886862e-12,-11.920898531154672,5.179872773383248e-13,-12.285680907145919,3.227095857338048e-13,-12.491188134163908,sub-002_ses-3_task_all_physiological_recordings.xdf,25,hard
2.4980377655052696e-12,5.218416360393855,1.0,2.264337848259973e-11,-10.645058774176144,3.440834087194232e-12,-11.463336268022253,1.3038009464871912e-12,-11.884788708022006,4.838849389769556e-13,-12.31525789519039,3.17480991968733e-13,-12.49828227141203,sub-002_ses-3_task_all_physiological_recordings.xdf,26,hard
3.232443851282538e-12,4.2874966419010825,1.0,3.0621704635011655e-11,-10.513970636858753,5.096259307619608e-12,-11.292748482359675,1.3576592160097896e-12,-11.867209227978654,4.18569597778731e-13,-12.37823231922818,2.8963343685784134e-13,-12.538151302265625,sub-002_ses-3_task_all_physiological_recordings.xdf,27,hard
2.797663680914136e-12,4.8520472474785015,1.0,2.560738868194731e-11,-10.591634706531291,4.41196204235668e-12,-11.35536823260219,1.2371050263466582e-12,-11.907593428562812,4.678518460264874e-13,-12.329891652566282,3.0125317251723705e-13,-12.52106837080886,sub-002_ses-3_task_all_physiological_recordings.xdf,28,hard
1.8505267057915005e-12,5.738253334259626,1.0,1.6209683837216533e-11,-10.790225455792527,2.7803562841235642e-12,-11.555899548573118,7.826944687878517e-13,-12.106407735278625,4.2527476538389254e-13,-12.371330386342331,2.8778259512251937e-13,-12.540935475412686,sub-002_ses-3_task_all_physiological_recordings.xdf,29,hard
4.848957512525539e-12,3.2477118381055723,1.0,4.901403762452287e-11,-10.309679520180216,8.125998294467408e-12,-11.090123273161893,1.4786526132985872e-12,-11.83013384483218,3.125543176297672e-13,-12.50507449736962,1.550603812250297e-13,-12.809499152626778,sub-003_ses-3_task_all_physiological_recordings.xdf,0,easy
2.4766659526333924e-12,3.9069289537644685,1.0,2.2709328814729226e-11,-10.643795701375465,4.9273028444210786e-12,-11.30739074407399,1.2352890139874086e-12,-11.90823142095048,2.389783907949144e-13,-12.621641367599203,9.208658398356332e-14,-13.035803637189861,sub-003_ses-3_task_all_physiological_recordings.xdf,1,easy
3.0784816876674776e-12,3.5017368731291563,1.0,3.069641778886153e-11,-10.51291230287143,4.9164078286268235e-12,-11.308352098451206,1.1482889892192393e-12,-11.939948799543572,2.686566409844088e-13,-12.570802419538854,9.989815968168128e-14,-13.000442512249018,sub-003_ses-3_task_all_physiological_recordings.xdf,2,easy
3.51204839142567e-12,3.3056739233977983,1.0,3.5088726927522435e-11,-10.454832388364297,6.049850419362917e-12,-11.218255363008417,1.1270969595042456e-12,-11.948038721783194,2.5805279719385333e-13,-12.58829142898205,9.279481060323764e-14,-13.032476310304792,sub-003_ses-3_task_all_physiological_recordings.xdf,3,easy
2.73265120445443e-12,3.360584100770726,1.0,2.752786646659991e-11,-10.560227447077022,4.4183325239394475e-12,-11.354741602208906,9.148173673869393e-13,-12.038665599106045,2.1414813929267814e-13,-12.669285694783326,7.694844618430304e-14,-13.113800145428295,sub-003_ses-3_task_all_physiological_recordings.xdf,4,easy
1.7216647532034735e-12,4.115211909947213,1.0,1.5806770609557786e-11,-10.80115684921442,2.9090598263987657e-12,-11.536247347158687,1.1060435549670506e-12,-11.956227770581588,2.0924875928816513e-13,-12.679337108416666,6.703311726361704e-14,-13.173710583994179,sub-003_ses-3_task_all_physiological_recordings.xdf,5,easy
4.1601401159753135e-12,3.089576465287865,1.0,4.306754488284631e-11,-10.365849885010629,6.152292091287803e-12,-11.21096305379454,1.3376466552111613e-12,-11.87365859206759,2.747191515847493e-13,-12.561111063412886,1.1367916389705629e-13,-12.94431912927684,sub-003_ses-3_task_all_physiological_recordings.xdf,6,easy
2.3449118592036213e-12,3.5338466905451744,1.0,2.358159254256033e-11,-10.62742686891474,3.1166134444972637e-12,-11.50631706019747,1.073128595524149e-12,-11.969348232386162,2.528125176873186e-13,-12.597201426323437,8.582331420722258e-14,-13.066394718489935,sub-003_ses-3_task_all_physiological_recordings.xdf,7,easy
1.7507807841840318e-12,5.167012042778418,1.0,1.529331099325296e-11,-10.81549847989632,2.688562375322537e-12,-11.570479883328895,1.202052079654331e-12,-11.920076715846989,3.0019966732262466e-13,-12.52258979337199,2.0073198800768705e-13,-12.697383414217759,sub-003_ses-3_task_all_physiological_recordings.xdf,8,easy
2.7057874760717026e-12,3.579689369891626,1.0,2.6127693802229292e-11,-10.582898922196408,4.8066112666006725e-12,-11.318160999901082,1.148687040013799e-12,-11.939798278804021,2.2804427901571055e-13,-12.641980818503392,9.270013640097855e-14,-13.032919626824773,sub-003_ses-3_task_all_physiological_recordings.xdf,9,easy
1.7314601396694868e-12,4.467258286488192,1.0,1.5291004292640637e-11,-10.815563989772208,2.9331169132982694e-12,-11.532670625806237,1.254610296552049e-12,-11.901491152541242,2.55204363669488e-13,-12.59311190400504,9.506575315930304e-14,-13.0219759067493,sub-003_ses-3_task_all_physiological_recordings.xdf,10,easy
3.594234420234738e-12,3.2843564431479626,1.0,3.677241570151466e-11,-10.43447783895418,5.513643359880608e-12,-11.258561328880418,1.082406610958799e-12,-11.965609563884419,2.6201847359833367e-13,-12.58166808769178,1.3882755445978736e-13,-12.857524326660846,sub-003_ses-3_task_all_physiological_recordings.xdf,11,easy
2.5106633198100213e-12,3.5505587644839656,1.0,2.4527006581342465e-11,-10.610355452386075,4.157185047627581e-12,-11.381200643433433,1.1207830359597848e-12,-11.950478451102734,2.244602152144753e-13,-12.648860625012492,7.405485608665091e-14,-13.130446457703373,sub-003_ses-3_task_all_physiological_recordings.xdf,12,easy
2.877119776209592e-12,3.7579241180284524,1.0,2.922473740415071e-11,-10.53424938245665,3.870329219906367e-12,-11.412252091232395,1.0182383038225058e-12,-11.992150569815026,2.9078396163751514e-13,-12.536429550923083,1.737616225804874e-13,-12.760046136644297,sub-003_ses-3_task_all_physiological_recordings.xdf,13,easy
3.1034718523624357e-12,3.053199580865169,1.0,3.2953372343359914e-11,-10.482100134479106,3.7124837601141475e-12,-11.430335437447994,1.1393738454762391e-12,-11.943333754069892,2.3048022675106787e-13,-12.637366327459816,7.616925735280618e-14,-13.118220278739694,sub-003_ses-3_task_all_physiological_recordings.xdf,14,easy
2.6514675738043028e-12,3.65138965925929,1.0,2.572588610876178e-11,-10.589629657361723,4.363870997022791e-12,-11.360128096330543,1.1245810358641954e-12,-11.949009244398532,2.7481495618653726e-13,-12.560959635467903,1.049098524944064e-13,-12.979183723598396,sub-003_ses-3_task_all_physiological_recordings.xdf,15,hard
2.7305718857847574e-12,4.034724322258066,1.0,2.4139775506668908e-11,-10.617266773040171,5.872751199496523e-12,-11.231158397756491,1.565613857533732e-12,-11.805315343313394,2.582202152350737e-13,-12.588009761212202,1.0095976544075165e-13,-12.995851667092666,sub-003_ses-3_task_all_physiological_recordings.xdf,16,hard
5.0713785609972105e-12,2.8752388357155567,1.0,5.3937743701290973e-11,-10.268107224708746,7.490358300515758e-12,-11.125497407371956,1.2038122435531756e-12,-11.919441243931528,2.3690699503642593e-13,-12.625422115888165,9.636934759438974e-14,-13.016061081112776,sub-003_ses-3_task_all_physiological_recordings.xdf,17,hard
3.787936550159863e-12,3.0536309890701885,1.0,3.9342311518377274e-11,-10.405140127126787,5.3910139016519095e-12,-11.268329548267278,1.3473332538391257e-12,-11.870524971164249,2.366446786678526e-13,-12.62590325688866,1.0788520115835718e-13,-12.967038124325896,sub-003_ses-3_task_all_physiological_recordings.xdf,18,hard
3.0134216047392267e-12,3.138407220470353,1.0,3.106298553579595e-11,-10.507756805548542,4.548416793850375e-12,-11.34213974561676,8.773860729474992e-13,-12.056809263582833,2.2565808683120936e-13,-12.646549098203046,8.678832400772037e-14,-13.061538698326983,sub-003_ses-3_task_all_physiological_recordings.xdf,19,hard
1.9942156811383497e-12,4.276718878170447,1.0,1.737171896959734e-11,-10.760157205037435,4.191779553298261e-12,-11.377601565075746,1.118843542008258e-12,-11.951230640543313,2.5308823828239404e-13,-12.596728037250852,9.201507182166519e-14,-13.036141030557971,sub-003_ses-3_task_all_physiological_recordings.xdf,20,hard
3.5017932713765123e-12,3.295037279077012,1.0,3.457148080673581e-11,-10.461282017842008,6.234664098497525e-12,-11.20518693979549,1.1917198799926871e-12,-11.92382581579553,2.558001987082849e-13,-12.592099122492712,1.0349980038962525e-13,-12.985060487789362,sub-003_ses-3_task_all_physiological_recordings.xdf,21,hard
2.875261073696278e-12,3.139478006817102,1.0,3.0324555821150573e-11,-10.518205551742051,3.676752083179007e-12,-11.434535652844547,9.42873912870485e-13,-12.025546380015356,2.226522392241193e-13,-12.652372932790612,7.647655066022662e-14,-13.116471708375945,sub-003_ses-3_task_all_physiological_recordings.xdf,22,hard
2.4249561121322293e-12,3.6481393935954376,1.0,2.367034301607649e-11,-10.625795448496358,3.709527307771293e-12,-11.430681427502355,1.1438730991416459e-12,-11.941622153339752,2.5569273233395487e-13,-12.592281615939703,1.0020702319510022e-13,-12.999101839067698,sub-003_ses-3_task_all_physiological_recordings.xdf,23,hard
4.560431953226167e-12,2.9143467614366383,1.0,4.848385368122043e-11,-10.314402868091483,6.282489438001575e-12,-11.201868232862166,1.3239157912382748e-12,-11.878139637678492,2.423219287460749e-13,-12.615607282921966,1.0167881547376999e-13,-12.99276952181874,sub-003_ses-3_task_all_physiological_recordings.xdf,24,hard
4.015534206575394e-12,3.0559320788304976,1.0,4.199500649919855e-11,-10.376802347191914,5.83567020636291e-12,-11.23390925954826,1.2418345670554104e-12,-11.905936255528463,2.3544134941152383e-13,-12.628117261780433,9.99314619606098e-14,-13.000297758973817,sub-003_ses-3_task_all_physiological_recordings.xdf,25,hard
2.9299150115238813e-12,3.372241814156971,1.0,2.9189926834985605e-11,-10.534766993576625,4.646904011462636e-12,-11.332836298410449,1.2285054006144197e-12,-11.910622929984156,2.2806814594351036e-13,-12.641935367976346,9.366003580052097e-14,-13.028445680549607,sub-003_ses-3_task_all_physiological_recordings.xdf,26,hard
4.030180096059048e-12,3.1838918186624454,1.0,4.1342031516843183e-11,-10.383608186274833,6.284217742338988e-12,-11.201748775468793,1.252641472433843e-12,-11.902173213781918,2.816258116533185e-13,-12.550327543617692,9.19230962029967e-14,-13.03657535593389,sub-003_ses-3_task_all_physiological_recordings.xdf,27,hard
4.8406076883920054e-12,4.307728727842161,1.0,4.745278255089016e-11,-10.323738316196312,7.386202755195182e-12,-11.131578774906831,1.4371662229271248e-12,-11.842492998375782,5.43664827982831e-13,-12.26466876246834,4.564290031008978e-13,-12.340626766781263,sub-003_ses-3_task_all_physiological_recordings.xdf,28,hard
4.847956584554297e-12,3.029540274509018,1.0,5.181461963039357e-11,-10.285547685640907,6.3455797053173936e-12,-11.197528696450265,1.4047613172660464e-12,-11.8523974603853,2.6753036742269367e-13,-12.57262691399577,1.4160493471502343e-13,-12.84892161188522,sub-003_ses-3_task_all_physiological_recordings.xdf,29,hard
3.682221122758951e-12,3.6229829409345977,1.0,3.8307806348246994e-11,-10.416712716670757,3.9340735380511e-12,-11.40515752624909,1.4694994697503621e-12,-11.832830566300816,4.169288433592403e-13,-12.379938059111044,2.0507996995148949e-13,-12.68807675486487,sub-004_ses-3_task_all_physiological_recordings.xdf,0,easy
3.6348555676255374e-12,3.6041715162111876,1.0,3.6609553645629594e-11,-10.436405566131356,5.348412817208394e-12,-11.271775079099575,1.1532067913007885e-12,-11.938092808691241,3.8771608167744704e-13,-12.411486184964087,1.6810612457005105e-13,-12.774416463725768,sub-004_ses-3_task_all_physiological_recordings.xdf,1,easy
1.4929874390929958e-12,6.5871780099971415,1.0,1.0613934096622596e-11,-10.974123613292463,2.6188924667969203e-12,-11.581882333585265,1.6256754171906825e-12,-11.788966161444643,4.393690570665349e-13,-12.357170531890816,1.689822231266605e-13,-12.772158980617535,sub-004_ses-3_task_all_physiological_recordings.xdf,2,easy
3.100082235247338e-12,3.9961858805286536,1.0,3.100057705141652e-11,-10.508630222039486,3.6336514862154406e-12,-11.43965672944181,1.3549139814555354e-12,-11.868088275686269,4.54683014331052e-13,-12.342291269503011,1.8375769478282e-13,-12.735754465948535,sub-004_ses-3_task_all_physiological_recordings.xdf,3,easy
2.681643223167901e-12,4.161080099742081,1.0,2.6110881116871033e-11,-10.583178472576199,3.320926666832691e-12,-11.478740714447245,1.415856165376606e-12,-11.848980863705629,4.134714339967284e-13,-12.383554489705478,1.4399289638883177e-13,-12.841658932454948,sub-004_ses-3_task_all_physiological_recordings.xdf,4,easy
1.8511884526082728e-12,5.647064184498181,1.0,1.48750654208656e-11,-10.827541115558509,2.5884960034528177e-12,-11.586952501217079,2.09084929034105e-12,-11.679677270258425,4.0585418386001436e-13,-12.391629972629113,1.606895803110252e-13,-12.794012283536203,sub-004_ses-3_task_all_physiological_recordings.xdf,5,easy
2.9710967564453246e-12,4.536644360674122,1.0,2.8175951388968108e-11,-10.550121410649979,3.894078268547752e-12,-11.409595323679678,1.5040118899449282e-12,-11.822748730421862,5.221660821676738e-13,-12.282191341639498,2.1687124368745378e-13,-12.663798029985808,sub-004_ses-3_task_all_physiological_recordings.xdf,6,easy
2.655220892675581e-12,4.2913087609080085,1.0,2.464420934657795e-11,-10.608285110636725,4.2207837976822895e-12,-11.374606893256237,1.3225391632719928e-12,-11.878591458694599,4.014194223644607e-13,-12.396401618341692,1.8218861921487888e-13,-12.739478755609726,sub-004_ses-3_task_all_physiological_recordings.xdf,7,easy
1.771783817831195e-12,4.7772457940438064,1.0,1.5769117495166123e-11,-10.802192610900901,2.9355430297067768e-12,-11.53231154927465,1.0083387810195052e-12,-11.996393529390362,3.0721586942441147e-13,-12.512556354312906,1.4516580542465907e-13,-12.838135671957572,sub-004_ses-3_task_all_physiological_recordings.xdf,8,easy
2.1516179079395304e-12,4.365428845503631,1.0,2.024554313178974e-11,-10.693670567822453,3.1540645527006593e-12,-11.501129422422842,9.8977341269614e-13,-12.004464216391137,3.658620872581278e-13,-12.436682592283477,1.417065335858897e-13,-12.848610125512,sub-004_ses-3_task_all_physiological_recordings.xdf,9,easy
2.6544217184617945e-12,4.183570108646697,1.0,2.5606409828985512e-11,-10.59165130793374,3.5851698345179938e-12,-11.44549026637081,1.295978480734148e-12,-11.887402209712343,3.9713463707878836e-13,-12.40106223321772,1.6531808082668404e-13,-12.781679645074451,sub-004_ses-3_task_all_physiological_recordings.xdf,10,easy
2.3365980097152848e-12,4.3620127028435025,1.0,2.142561335887282e-11,-10.66906673651977,3.761931065747538e-12,-11.424589166797269,1.2870489016355152e-12,-11.89040495169158,3.6749314913149457e-13,-12.4347507526944,1.3623971178527967e-13,-12.865696283793216,sub-004_ses-3_task_all_physiological_recordings.xdf,11,easy
2.0117847131993873e-12,4.368781028355537,1.0,1.9518743394487038e-11,-10.709548145399191,2.2941112402006717e-12,-11.639385527222018,1.0292178006533742e-12,-11.987492711133784,3.640318232534766e-13,-12.438860649155147,1.3141649317345444e-13,-12.881350126064527,sub-004_ses-3_task_all_physiological_recordings.xdf,12,easy
4.383401701046581e-12,3.299094877768367,1.0,4.5150540597032796e-11,-10.345337045419075,5.978280015562496e-12,-11.22342374698065,1.514617991340559e-12,-11.819696888727886,4.141713600246677e-13,-12.382819935894737,1.2624786730138612e-13,-12.898775949661283,sub-004_ses-3_task_all_physiological_recordings.xdf,13,easy
1.987467957886654e-12,5.434868933630267,1.0,1.5842860924733935e-11,-10.800166390193896,3.2863361830886572e-12,-11.483288011505877,2.1948221514325453e-12,-11.658600665299188,3.759589833331212e-13,-12.424859533486599,1.3654130246103982e-13,-12.864735958750018,sub-004_ses-3_task_all_physiological_recordings.xdf,14,easy
4.218892358739594e-12,3.2673228307172497,1.0,4.403814885039761e-11,-10.356170944944477,5.2792832983724284e-12,-11.277425032142126,1.4431525560553036e-12,-11.840687757090151,4.033793850134453e-13,-12.394286300480406,1.344278600223203e-13,-12.871510714912597,sub-004_ses-3_task_all_physiological_recordings.xdf,15,hard
4.048391577533202e-12,3.417646076328185,1.0,4.100873686893976e-11,-10.387123607432772,5.737350071289999e-12,-11.241288650310839,1.4575796930126726e-12,-11.836367690915791,4.1784095951680277e-13,-12.378988989869764,1.4469140085706025e-13,-12.839557278634244,sub-004_ses-3_task_all_physiological_recordings.xdf,16,hard
3.7233768192733265e-12,3.6202473111652513,1.0,3.7138170166540406e-11,-10.430179498177054,5.684790431041246e-12,-11.245285540883012,1.2433732941245192e-12,-11.905398464890423,3.988891909460084e-13,-12.399147731993258,1.6548272840748736e-13,-12.781247327258349,sub-004_ses-3_task_all_physiological_recordings.xdf,17,hard
2.76415428641872e-12,4.010772289462776,1.0,2.699943186091795e-11,-10.568645374443394,3.836973578635134e-12,-11.416011191339205,1.1862234459910592e-12,-11.925833496283202,3.8346137928081396e-13,-12.416278369941454,1.659024046894786e-13,-12.780147319003955,sub-004_ses-3_task_all_physiological_recordings.xdf,18,hard
2.60922496023717e-12,4.79377241901047,1.0,2.3107026947995628e-11,-10.636255929169995,3.8150710093759145e-12,-11.41849737417224,2.1853567724840127e-12,-11.660477651749567,4.1571242995168837e-13,-12.381206989737898,1.6745429972944915e-13,-12.77610369658754,sub-004_ses-3_task_all_physiological_recordings.xdf,19,hard
2.480075191884313e-12,4.689664321176866,1.0,2.2979322133669228e-11,-10.638662786698605,2.9325090027897464e-12,-11.532760645928237,1.6710318717240641e-12,-11.777015266694349,4.846163546573175e-13,-12.314601933538226,1.7881356597488178e-13,-12.74759953585029,sub-004_ses-3_task_all_physiological_recordings.xdf,20,hard
2.767626676092975e-12,4.095369979174519,1.0,2.6381108942383213e-11,-10.578706952632135,4.442825656931462e-12,-11.352340728784386,1.0520973706474292e-12,-11.977944064765948,3.955421738772984e-13,-12.402807203934422,1.7025274075689736e-13,-12.768905888014203,sub-004_ses-3_task_all_physiological_recordings.xdf,21,hard
2.817417805306477e-12,4.082635191707584,1.0,2.7798397514268332e-11,-10.555980239001702,3.2611252659120755e-12,-11.486632518811485,1.4803490138075307e-12,-11.82963588129333,4.1510189713725236e-13,-12.381845281763958,1.6625425285153765e-13,-12.779227236452938,sub-004_ses-3_task_all_physiological_recordings.xdf,22,hard
3.3804031044019303e-12,3.865710033479646,1.0,3.339961872909846e-11,-10.47625849081699,4.785008727912104e-12,-11.32011726572818,1.393431349504033e-12,-11.855914422907624,4.1658135612264584e-13,-12.380300170572239,1.6887808702563887e-13,-12.772426699163418,sub-004_ses-3_task_all_physiological_recordings.xdf,23,hard
2.9960639912067114e-12,4.27364923084322,1.0,2.7868141755559912e-11,-10.554891989026629,4.6306294267008894e-12,-11.334359972704751,1.6791331385240507e-12,-11.774914867272352,4.3206306500080916e-13,-12.364452857854328,1.81696329166413e-13,-12.740653846708888,sub-004_ses-3_task_all_physiological_recordings.xdf,24,hard
2.6385069641335146e-12,4.620098656963893,1.0,2.418109375049814e-11,-10.616524059179836,3.910523770401865e-12,-11.407765069877515,1.5624812007325901e-12,-11.806185199242906,4.3407416274557744e-13,-12.362436063760397,1.9998871285828094e-13,-12.698994514744482,sub-004_ses-3_task_all_physiological_recordings.xdf,25,hard
3.033066138698695e-12,4.49875710323794,1.0,2.889896990287692e-11,-10.539117637294297,3.5268174804920397e-12,-11.452617015315846,2.1193874231638134e-12,-11.673789647176545,4.4204954017053964e-13,-12.35452905685664,2.1959961784969143e-13,-12.658368419986585,sub-004_ses-3_task_all_physiological_recordings.xdf,26,hard
