avg_power,spectral_centroid,peak_freq,pow_delta,log_pow_delta,pow_theta,log_pow_theta,pow_alpha,log_pow_alpha,pow_beta,log_pow_beta,pow_gamma,log_pow_gamma,file_name,epoch_idx,difficulty
1.3608265294462852e-12,7.8996764434745135,1.0,9.79054803119228e-12,-11.009192997649231,1.991455203200416e-12,-11.700829458384295,8.08373467828312e-13,-12.092387949195395,6.045045903729723e-13,-12.218600396927142,2.5683986222115447e-13,-12.590337571727854,sub-001_ses-1_task_all_physiological_recordings.xdf,14,easy
4.416322974403892e-12,4.083129524807176,1.0,4.158223034638106e-11,-10.381092220123636,8.023593088187182e-12,-11.09563110441884,1.4748901933644194e-12,-11.831240312018757,5.65105382608254e-13,-12.247870556043228,2.56981108532607e-13,-12.590098801811132,sub-001_ses-1_task_all_physiological_recordings.xdf,15,easy
3.0855735675580287e-12,5.1061847032100625,1.0,2.6840489191058183e-11,-10.571209573039518,5.540487726577054e-12,-11.256452002845984,1.4064040755554e-12,-11.851889883745946,6.162866091767551e-13,-12.210217268621465,2.965517862834626e-13,-12.527899455644423,sub-001_ses-1_task_all_physiological_recordings.xdf,16,easy
2.807948380650099e-12,5.714246707426617,1.0,2.0788791481423802e-11,-10.682170756854404,7.588756878880707e-12,-11.119829360449605,1.3303469141620766e-12,-11.876035093423578,5.783064734725356e-13,-12.23784194624445,2.8177933539513534e-13,-12.550090859533737,sub-001_ses-1_task_all_physiological_recordings.xdf,17,easy
1.557897169388722e-12,16.358217498975474,1.0,4.528182752756954e-12,-11.34407605379146,2.1944744460830572e-12,-11.658669472002757,1.1583153503988767e-12,-11.936173188196259,1.3100482237983839e-12,-11.882712717364036,1.1023288820881028e-12,-11.95768881349977,sub-001_ses-1_task_all_physiological_recordings.xdf,18,easy
2.6889383403841533e-12,6.0588422357260185,2.0,2.1402892487832652e-11,-10.66952753007992,5.226277023577852e-12,-11.281807573823658,1.4774726589377514e-12,-11.830480547118334,6.530742416372637e-13,-12.185037445217054,3.610081361558886e-13,-12.44248301015033,sub-001_ses-1_task_all_physiological_recordings.xdf,19,easy
1.973048325070252e-12,7.236297773477409,1.0,1.420559927799571e-11,-10.8475404403897,3.391713744852017e-12,-11.469580808619687,1.4887555239166075e-12,-11.827176614088813,6.87936166259226e-13,-12.162451858170785,3.3171005532830425e-13,-12.479241363248663,sub-001_ses-1_task_all_physiological_recordings.xdf,20,easy
2.102747530982269e-12,6.601940006343887,1.0,1.703320815762156e-11,-10.768703546169332,3.4142001288096076e-12,-11.466711025608424,9.607405234401277e-13,-12.017393890639786,6.137757947403249e-13,-12.211990242684891,3.8265809580824636e-13,-12.417189093970086,sub-001_ses-1_task_all_physiological_recordings.xdf,21,easy
3.2033197460521727e-12,5.049394412815348,1.0,3.0207084319894694e-11,-10.519891192134551,4.152162256541654e-12,-11.381725683641335,1.0595050673837498e-12,-11.974896961811575,6.943389330123976e-13,-12.158428482275644,3.462527573863172e-13,-12.460606759406502,sub-001_ses-1_task_all_physiological_recordings.xdf,22,easy
2.507745896722752e-12,5.4923413812510935,1.0,2.228956839376191e-11,-10.65189834094203,3.428107132408242e-12,-11.46494561431981,1.0305842392479791e-12,-11.986916503501154,6.71891800521652e-13,-12.172700658820862,2.9224843660248207e-13,-12.534247803439795,sub-001_ses-1_task_all_physiological_recordings.xdf,23,easy
4.328088761669294e-12,4.663312777424308,1.0,3.8449800586202635e-11,-10.415105908256214,9.097019667704079e-12,-11.041100866346047,1.2633167531364345e-12,-11.898487744542045,6.743401007590317e-13,-12.171121013509575,3.370365615133992e-13,-12.47232298458194,sub-001_ses-1_task_all_physiological_recordings.xdf,24,easy
7.10558569051733e-13,13.235523593008413,1.0,2.676344388114308e-12,-11.57245800292428,8.082891234334817e-13,-12.092433265151223,8.92016713891601e-13,-12.049627008087006,5.64926149250775e-13,-12.248008322214497,2.799029088883282e-13,-12.552992588109097,sub-001_ses-1_task_all_physiological_recordings.xdf,25,easy
1.6579887462303469e-12,7.868574104314273,1.0,1.1777069470217094e-11,-10.928962763135289,2.4771508874299557e-12,-11.60604753900059,1.2613986450392091e-12,-11.899147639850002,6.457553789940892e-13,-12.189931967566226,3.4812398315072626e-13,-12.458266056028474,sub-001_ses-1_task_all_physiological_recordings.xdf,26,easy
4.254247532822552e-12,4.775464686392353,1.0,3.824629592744652e-11,-10.417410618972209,7.309726938294686e-12,-11.136098846216806,1.9655312303891398e-12,-11.706520051270035,7.189973540897395e-13,-12.143272707817868,3.789606239886987e-13,-12.42140591317923,sub-001_ses-1_task_all_physiological_recordings.xdf,27,easy
2.0130537515658674e-12,6.2157079491344405,1.0,1.7349234636000885e-11,-10.7607196794145,2.681238898795064e-12,-11.571664488588507,8.531688785708152e-13,-12.068964994891003,5.765154361641345e-13,-12.239189060006478,3.40124298220621e-13,-12.468362341292234,sub-001_ses-1_task_all_physiological_recordings.xdf,28,easy
4.2503366579498426e-12,4.572402390986204,2.0,4.254688222335163e-11,-10.371132258912032,4.9292614365484555e-12,-11.307218147266386,1.3895618360045692e-12,-11.857122122194973,6.783886965679573e-13,-12.168521396982268,3.8670888255325056e-13,-12.412615852236328,sub-001_ses-1_task_all_physiological_recordings.xdf,29,easy
8.372785498516009e-12,3.429873293059308,1.0,8.485930430992522e-11,-10.071300532970051,1.4295605994428247e-11,-10.84479743006059,1.4515082734139217e-12,-11.83818048440153,7.170675035069535e-13,-12.144439958668828,3.415695139130171e-13,-12.4665208983173,sub-001_ses-1_task_all_physiological_recordings.xdf,30,easy
3.1234578497625904e-12,4.572404741530353,1.0,3.038801787526021e-11,-10.51729762680097,3.90677790241759e-12,-11.408181277410012,1.0858028149836997e-12,-11.964249036754476,5.525693441299515e-13,-12.257613212876812,3.0996653433314146e-13,-12.508685192420579,sub-001_ses-1_task_all_physiological_recordings.xdf,31,easy
3.4539468644785704e-12,5.25224467129731,1.0,2.948400018929511e-11,-10.530413594684008,6.460868532110825e-12,-11.189709096037639,1.8073616205465214e-12,-11.742954944231858,6.44920847925291e-13,-12.190493583688232,3.5290571291099144e-13,-12.452341311133834,sub-001_ses-1_task_all_physiological_recordings.xdf,32,easy
3.34061789923916e-12,6.134556229873467,2.0,2.4982425871418957e-11,-10.602365392566437,8.107233983911576e-12,-11.091127292573542,1.5894365617602875e-12,-11.798756801141629,8.213141216956312e-13,-12.085490709838263,3.929250095312894e-13,-12.405690327625553,sub-001_ses-1_task_all_physiological_recordings.xdf,33,easy
4.806565834510268e-12,4.185807734441252,1.0,4.5020242842071486e-11,-10.346592166716947,9.122465962778357e-12,-11.039887748374946,1.2785583218238225e-12,-11.893279456711904,6.092597647114287e-13,-12.215197501574822,3.679821709934999e-13,-12.434173222703427,sub-001_ses-1_task_all_physiological_recordings.xdf,34,easy
1.9979736951301316e-12,6.712058127925028,1.0,1.5403455113667974e-11,-10.812381852637772,3.2197736776033303e-12,-11.492174654398086,1.2403938875477834e-12,-11.906440382559516,6.674288321139727e-13,-12.17559503628246,2.9936572411845945e-13,-12.523797925697574,sub-001_ses-1_task_all_physiological_recordings.xdf,35,easy
1.5500267408976514e-12,8.125920911316411,1.0,1.0850236080904325e-11,-10.964560812274566,2.3099628224885803e-12,-11.636395009769323,1.0996539563976608e-12,-11.95874395890599,6.469884514335166e-13,-12.189103471299553,3.462689364812497e-13,-12.460586466925516,sub-001_ses-1_task_all_physiological_recordings.xdf,36,easy
3.544600785243962e-12,5.143151264710109,2.0,2.9874311806436645e-11,-10.524702090465883,7.759189238481728e-12,-11.110183656016156,1.5225891217551437e-12,-11.817417277379034,5.623935119387919e-13,-12.249959698204155,3.6113675541903695e-13,-12.442328308130017,sub-001_ses-1_task_all_physiological_recordings.xdf,37,easy
7.324314486497118e-12,3.293047583638512,1.0,7.474842902781735e-11,-10.126397930384398,1.2056559616176707e-11,-10.918776602052331,1.5386773447558395e-12,-11.812852440651419,5.374622088766085e-13,-12.269652067325573,3.391049745641142e-13,-12.469665839210712,sub-001_ses-1_task_all_physiological_recordings.xdf,38,easy
1.698042956690288e-12,12.563650397945427,1.0,1.026381436316103e-11,-10.988691211444495,1.3738172084683256e-12,-11.862071047942095,8.807770529664818e-13,-12.0551340086365,9.57307435938984e-13,-12.018948567667078,9.82092165361832e-13,-12.007847753526873,sub-001_ses-1_task_all_physiological_recordings.xdf,39,easy
2.1134962556311076e-12,6.247376123474078,1.0,1.8318171196935556e-11,-10.73711788649375,3.124228373678682e-12,-11.505257227738587,6.519121764291428e-13,-12.185810907122722,5.836037083769877e-13,-12.233881957144341,3.545647197882758e-13,-12.450304480138199,sub-001_ses-1_task_all_physiological_recordings.xdf,40,easy
8.746922609651612e-12,3.158354121767151,1.0,9.162085892546556e-11,-10.038005641125297,1.3452021484790426e-11,-10.871212447726828,1.4972639561044078e-12,-11.824701630134964,5.903668521171521e-13,-12.228878035241166,3.363485359500339e-13,-12.473210458363832,sub-001_ses-1_task_all_physiological_recordings.xdf,41,easy
6.085198956258551e-12,3.6237821307324816,1.0,6.400917167500363e-11,-10.193757792852683,7.53288208947731e-12,-11.123038830428843,1.1922805431775118e-12,-11.923621543237942,6.11312454837744e-13,-12.213736755834296,4.629381342223099e-13,-12.334477043023234,sub-001_ses-1_task_all_physiological_recordings.xdf,42,easy
3.000665397598956e-12,6.586053317004949,1.0,2.5925771239891773e-11,-10.586268315353687,4.015965207324216e-12,-11.396210058396045,9.83892497236381e-13,-12.007052351169834,8.007973783369811e-13,-12.096477357326497,7.086988137656273e-13,-12.14953829416874,sub-001_ses-1_task_all_physiological_recordings.xdf,43,easy
3.3827443123678416e-12,6.4310251955820235,1.0,2.998498574183187e-11,-10.523096153337631,3.948032341375322e-12,-11.403619298347055,1.1931934328258193e-12,-11.923289145601089,9.28360352138609e-13,-12.032283415410328,7.120862041512912e-13,-12.14746742810326,sub-001_ses-1_task_all_physiological_recordings.xdf,44,easy
2.750169705609925e-12,7.139908366038506,1.0,2.2820923132410663e-11,-10.64166679185456,3.499355253552732e-12,-11.456011965826354,1.2974102990157657e-12,-11.886922658904664,7.908233779651741e-13,-12.101920500750369,6.975108001178793e-13,-12.15644906347331,sub-001_ses-1_task_all_physiological_recordings.xdf,45,easy
1.1727939119916805e-11,2.930285095419667,1.0,1.289834403392815e-10,-9.889466043428763,1.4055709871580174e-11,-10.852147215832069,1.5028560260098882e-12,-11.823082622942303,7.493541958627772e-13,-12.125312856601166,5.172300294412612e-13,-12.286316268706491,sub-001_ses-1_task_all_physiological_recordings.xdf,46,easy
6.282937929755906e-12,3.508031233133714,1.0,6.300413777595358e-11,-10.200630927463028,1.0064248673002352e-11,-10.997218640978845,2.1452372646629362e-12,-11.668524667565338,5.492202689658706e-13,-12.26025344350812,1.8699563256848678e-13,-12.728168536637599,sub-001_ses-1_task_all_physiological_recordings.xdf,47,hard
1.4615012831033375e-12,5.582119821988101,1.0,1.3327093859092111e-11,-10.875264543651454,1.493933459599166e-12,-11.825668745741813,8.798643146551048e-13,-12.05558429596344,3.5344871514030643e-13,-12.451673592750707,1.9692753584518933e-13,-12.705693553392063,sub-001_ses-1_task_all_physiological_recordings.xdf,48,hard
4.37840815928405e-12,6.441460426392031,1.0,3.634803954501714e-11,-10.43951900812658,6.6820222265883216e-12,-11.175092084090194,2.3419711545154253e-12,-11.63041845832938,1.048945033211461e-12,-11.97924726909758,9.110101153233442e-13,-12.040476800848383,sub-001_ses-1_task_all_physiological_recordings.xdf,49,hard
8.895563155510707e-12,2.481352856859434,1.0,1.007790013487869e-10,-9.996629949521232,9.752210393155707e-12,-11.01089693786538,1.418623029542387e-12,-11.848132994211161,3.3156485584742045e-13,-12.479431508641674,1.6541816513946486e-13,-12.781416800789177,sub-001_ses-1_task_all_physiological_recordings.xdf,50,hard
6.494885346259775e-12,3.1076187334567864,1.0,6.486173165055374e-11,-10.18801146090139,1.2689864246489892e-11,-10.896543023871859,1.5219148076060003e-12,-11.81760965743544,3.065937878023814e-13,-12.5134366490592,1.5433013026177033e-13,-12.811549277248623,sub-001_ses-1_task_all_physiological_recordings.xdf,51,hard
2.863290726618e-12,4.002615729832888,1.0,2.856701860016327e-11,-10.544135082440546,3.019998847543669e-12,-11.519993222773154,1.586667858829696e-12,-11.799513975686377,3.749998097467272e-13,-12.425968952608194,2.25013019627881e-13,-12.647792352159941,sub-001_ses-1_task_all_physiological_recordings.xdf,52,hard
3.968794413250448e-12,3.1799648163687873,1.0,4.2561461390365856e-11,-10.370983468521382,4.166862525033893e-12,-11.380190827741442,1.1394556976341593e-12,-11.94330255564995,4.2362369447816327e-13,-12.37301975655953,1.3747627901539882e-13,-12.861772231153296,sub-001_ses-1_task_all_physiological_recordings.xdf,53,hard
2.25644718841926e-12,5.1351743411855475,1.0,1.822919816598403e-11,-10.73923243390932,4.263445248434333e-12,-11.370239309895535,1.8958782737199013e-12,-11.722189550304298,4.4733233583380834e-13,-12.349369707312224,1.3442924095908805e-13,-12.87150625355959,sub-001_ses-1_task_all_physiological_recordings.xdf,54,hard
7.209525175507869e-13,6.687881376524045,1.0,5.191897006556305e-12,-11.284673931371001,1.3398036981740783e-12,-11.872958827788105,5.746989492308222e-13,-12.240559596921763,2.2746655320477847e-13,-12.64308245318923,1.1060437845235086e-13,-12.95622768044491,sub-001_ses-1_task_all_physiological_recordings.xdf,55,hard
9.747607802840813e-13,6.470561930620599,1.0,7.091753153082099e-12,-11.14924638955731,1.7313819674894631e-12,-11.76160711001418,9.488042487220673e-13,-12.02282337921546,2.8017947257161797e-13,-12.55256368659287,1.203503479925791e-13,-12.919552649626272,sub-001_ses-1_task_all_physiological_recordings.xdf,56,hard
3.604045303477557e-12,3.9061505091765696,1.0,3.290537642656906e-11,-10.482733136651047,7.1543479543615135e-12,-11.145429941600476,1.759795731735151e-12,-11.754537739986253,3.924793655995604e-13,-12.406183171127173,1.2855032621521498e-13,-12.890926816934089,sub-001_ses-1_task_all_physiological_recordings.xdf,57,hard
1.6876363968187534e-12,4.314328851538784,1.0,1.600552520138909e-11,-10.795730070453128,2.4750615498293026e-12,-11.606413996561178,7.188954148571453e-13,-12.143334286326692,2.7516834409898255e-13,-12.560401529644007,1.267519830634528e-13,-12.897045237306045,sub-001_ses-1_task_all_physiological_recordings.xdf,58,hard
2.548990411499539e-12,3.7238002885421606,1.0,2.557773969493413e-11,-10.592137836768622,3.272789599592476e-12,-11.485081913626638,1.0364469592488675e-12,-11.984452918263749,3.4035447761829464e-13,-12.468068531552328,1.096972913160887e-13,-12.959804096044245,sub-001_ses-1_task_all_physiological_recordings.xdf,59,hard
2.186437643688273e-12,4.396903336959988,1.0,1.970100014664951e-11,-10.70551172575996,3.850267831767059e-12,-11.414509059111557,1.2805537394367824e-12,-11.892602191306342,3.159100624019783e-13,-12.500436540679038,1.137192484541306e-13,-12.944166019130229,sub-001_ses-1_task_all_physiological_recordings.xdf,60,hard
6.9588985042410965e-12,3.021497172781247,1.0,7.206110745878663e-11,-10.142299067781808,1.1639353725179113e-11,-10.934071133206796,1.6961905663133668e-12,-11.77052535653153,3.360836608183696e-13,-12.473552600856644,1.3488859342005873e-13,-12.870024774006188,sub-001_ses-1_task_all_physiological_recordings.xdf,61,hard
2.8947957031873063e-12,3.5338510232531095,1.0,2.8920973758478986e-11,-10.538787088596917,4.287776473770274e-12,-11.36776786294645,1.0498614611803337e-12,-11.97886800627721,3.097507059954002e-13,-12.508987695090536,1.2973220793954226e-13,-12.88695219050079,sub-001_ses-1_task_all_physiological_recordings.xdf,62,hard
2.355305782269604e-12,4.047838210586581,1.0,2.3730749949223856e-11,-10.624688536807392,2.454865110315538e-12,-11.609972366455503,1.083860681133673e-12,-11.965026538188196,3.6420937392846886e-13,-12.438648880636054,1.4968006206810758e-13,-12.824836045418316,sub-001_ses-1_task_all_physiological_recordings.xdf,63,hard
1.3223246863616204e-12,5.310117945687194,1.0,1.0730509752958079e-11,-10.969379646380895,2.6805651895424808e-12,-11.571773626560548,7.576243568432499e-13,-12.12054607165977,2.941446585235812e-13,-12.531439033711335,1.1348286813888712e-13,-12.945069696482538,sub-001_ses-1_task_all_physiological_recordings.xdf,64,hard
7.377017199268942e-12,2.860130621445195,1.0,7.731264029914258e-11,-10.111749494912488,1.2428805004025921e-11,-10.905570625590528,1.4040384001043785e-12,-11.852621014196684,3.013854707474013e-13,-12.520877688074219,1.2029194735974667e-13,-12.919763444433059,sub-001_ses-1_task_all_physiological_recordings.xdf,65,hard
7.527413558470617e-12,2.7688277000992128,1.0,7.96080827450058e-11,-10.099042835361004,1.1343317072242152e-11,-10.945259928201628,1.7524788250699001e-12,-11.756347220842533,3.838723614916472e-13,-12.415813155618379,1.522508576871172e-13,-12.817440252141832,sub-001_ses-1_task_all_physiological_recordings.xdf,66,hard
1.0781921791024691e-11,2.7361729648255553,1.0,1.1411677665721578e-10,-9.942650503924835,1.8006862322139453e-11,-10.744561955969829,1.6169118477456122e-12,-11.791313656705368,4.1433263261376054e-13,-12.38265086055646,1.6656318106967586e-13,-12.778420993478266,sub-001_ses-1_task_all_physiological_recordings.xdf,67,hard
2.640710570346389e-12,4.224032708355066,1.0,2.5431890641383506e-11,-10.59462135258093,3.440660347937899e-12,-11.463358197561265,1.384126497413836e-12,-11.858824217235956,3.866426084105873e-13,-12.412690287974433,1.9710413614645363e-13,-12.70530426213997,sub-001_ses-1_task_all_physiological_recordings.xdf,68,hard
9.97820791734611e-13,6.758165154292382,1.0,6.992990360300055e-12,-11.155337070425766,1.797780027392092e-12,-11.745263448717445,9.405597582262743e-13,-12.026613606446984,3.3301780346804915e-13,-12.477532548051489,1.2953268830285064e-13,-12.887620621095195,sub-001_ses-1_task_all_physiological_recordings.xdf,69,hard
1.80686361610057e-12,4.641395980740156,1.0,1.5399874547860743e-11,-10.812482817046247,3.84148278073948e-12,-11.415501109175509,9.004559288592232e-13,-12.045537538060023,2.9691885420316056e-13,-12.527362224039482,1.1049277455420702e-13,-12.956666120837111,sub-001_ses-1_task_all_physiological_recordings.xdf,70,hard
5.768625577446675e-13,8.640926045201871,1.0,3.1724197434779315e-12,-11.498609355964716,9.279543932922385e-13,-12.032473367777083,9.362071071800344e-13,-12.028628066266306,2.383457904075237e-13,-12.622792514049202,1.0662618651838956e-13,-12.972136123041095,sub-001_ses-1_task_all_physiological_recordings.xdf,71,hard
2.2833567787672287e-12,3.7828654256371554,1.0,2.246399535085281e-11,-10.64851299943184,3.191620832306929e-12,-11.49598870886828,1.0495842989057522e-12,-11.978982674681061,2.865216553700891e-13,-12.5428425483831,1.0078195340448468e-13,-12.996617228193319,sub-001_ses-1_task_all_physiological_recordings.xdf,72,hard
1.031127035768939e-11,2.6986582077133647,1.0,1.0889409135238582e-10,-9.962995684639742,1.7248443266610287e-11,-10.763250095444583,1.4012587788534004e-12,-11.8534816535437,4.833672229652768e-13,-12.3157228023519,1.4507132718073808e-13,-12.838418415802757,sub-001_ses-1_task_all_physiological_recordings.xdf,73,hard
1.960169421894496e-12,4.2980183470227695,1.0,1.8591173105112948e-11,-10.730693205332836,2.677914981762359e-12,-11.572203215052754,8.259802438191412e-13,-12.083030340213444,3.87814596804023e-13,-12.411375848707191,1.1280354113047519e-13,-12.947677266759715,sub-001_ses-1_task_all_physiological_recordings.xdf,74,hard
5.221634796181003e-12,3.3610263454862395,1.0,5.039333958970186e-11,-10.297626859796244,1.0681902003991025e-11,-10.97135141057594,1.55193621851357e-12,-11.809126131348966,3.4552768913066644e-13,-12.461517144368456,1.2319539863498492e-13,-12.909405512827064,sub-001_ses-1_task_all_physiological_recordings.xdf,75,hard
2.1773926442163227e-12,4.8551721041996725,1.0,1.8728494307996775e-11,-10.727497136667138,3.680990006081015e-12,-11.434035361664922,1.3959402936617673e-12,-11.855133156704087,4.77276248764078e-13,-12.321230177381826,1.0434618291313054e-13,-12.981523433230869,sub-001_ses-1_task_all_physiological_recordings.xdf,76,hard
2.108031436371595e-12,4.279515031871806,1.0,1.879284163219542e-11,-10.726007546037104,4.100620596065119e-12,-11.387150411316707,1.093169237083333e-12,-11.961312598304787,2.809355086503314e-13,-12.551393364976844,1.2489254299084064e-13,-12.9034634914466,sub-001_ses-1_task_all_physiological_recordings.xdf,77,hard
1.8252400707830757e-12,4.560632649987268,1.0,1.7073762968712633e-11,-10.767670752087046,1.9692497538060537e-12,-11.705699200153774,1.3817429029837255e-12,-11.85957275739784,3.258219926093579e-13,-12.48701960466063,1.3642942491601908e-13,-12.865091951523594,sub-001_ses-1_task_all_physiological_recordings.xdf,78,hard
2.6965229905014422e-12,4.233637061594745,1.0,2.368297037072809e-11,-10.625563828354746,5.284069065518616e-12,-11.27703151456667,1.5107738434807501e-12,-11.820800542861134,4.1266774871199513e-13,-12.38439947128185,1.0178937280517705e-13,-12.992297561616061,sub-001_ses-1_task_all_physiological_recordings.xdf,79,hard
2.539830694397992e-12,4.145786209469543,1.0,2.369060746805966e-11,-10.625423803074456,4.597012016601367e-12,-11.337524361001302,8.84500726438696e-13,-12.053301806068912,3.597885714114495e-13,-12.44395263602041,1.4969931521749421e-13,-12.824780186283158,sub-001_ses-1_task_all_physiological_recordings.xdf,80,hard
1.2008664230444082e-12,5.438101823715502,1.0,9.885193955413195e-12,-11.005014805061556,2.123953252763307e-12,-11.672855046107687,7.384779048197761e-13,-12.131662494202267,3.0651897377615054e-13,-12.51354263712847,9.334144589375643e-14,-13.029925476015505,sub-001_ses-1_task_all_physiological_recordings.xdf,81,hard
7.472476199165183e-13,8.530347745113199,6.0,2.6749131316666437e-12,-11.572690317212999,2.4458767360483524e-12,-11.611565433727751,1.1000903842239221e-12,-11.958571631426217,3.3427585934915686e-13,-12.475894986045818,8.557020810793525e-14,-13.067677411799208,sub-001_ses-1_task_all_physiological_recordings.xdf,82,hard
6.595276047764679e-13,7.914616342367368,1.0,3.0005905790094112e-12,-11.522793258626194,2.2158588205715516e-12,-11.654457913347908,6.701967461157216e-13,-12.17379768504658,2.472364717112129e-13,-12.606887462812313,9.220939840731068e-14,-13.035224811393062,sub-001_ses-1_task_all_physiological_recordings.xdf,83,hard
1.1887914118537991e-12,5.340499475788785,1.0,9.369230221785125e-12,-11.028296089385877,2.4239490942061013e-12,-11.615476505107043,8.730516712731726e-13,-12.058960051959115,2.5666860488980605e-13,-12.59062724997665,9.495955243547276e-14,-13.02246134097072,sub-001_ses-1_task_all_physiological_recordings.xdf,84,hard
8.212460528336174e-13,7.897138055094014,1.0,3.5819970996094397e-12,-11.445874770140847,2.431593933343883e-12,-11.614108948820482,1.4065400465713303e-12,-11.851847898225154,2.5442846996476873e-13,-12.594434293743742,9.543921217658876e-14,-13.020273154299705,sub-001_ses-1_task_all_physiological_recordings.xdf,85,hard
4.692632976166511e-12,3.3530152074196375,1.0,4.65420918021622e-11,-10.332154101545186,8.611046360568885e-12,-11.064944072586954,1.3396319920461373e-12,-11.87301448952632,3.347266940598986e-13,-12.475309651787326,1.1844397586868232e-13,-12.92648702285612,sub-001_ses-1_task_all_physiological_recordings.xdf,86,hard
