avg_power,spectral_centroid,peak_freq,pow_delta,log_pow_delta,pow_theta,log_pow_theta,pow_alpha,log_pow_alpha,pow_beta,log_pow_beta,pow_gamma,log_pow_gamma,file_name,epoch_idx,difficulty
9.049413310471261e-16,20.6702769253041,21.0,8.491465900735919e-16,-15.071017330056893,8.730402801636046e-16,-15.05896571843736,8.993454515608208e-16,-15.046073457444706,9.21377669512263e-16,-15.03556231750674,9.1086805209361e-16,-15.040544530159796,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,17,hard
9.258757814815332e-16,20.634755970749087,37.0,8.624167693380417e-16,-15.064282807398326,9.30869511867348e-16,-15.031111193613462,9.212380648726588e-16,-15.035628125611613,9.345849198979245e-16,-15.029381230863551,9.336786295350877e-16,-15.029802581410776,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,18,hard
9.297978576022267e-16,20.518681931827086,25.0,8.655758042358117e-16,-15.062694892063913,9.239761947573255e-16,-15.034339217761184,9.233672219489333e-16,-15.034625546266758,9.581922962417024e-16,-15.018547325142627,9.13876400636087e-16,-15.039112537473487,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,19,hard
9.205184495939552e-16,20.60056488933282,33.0,8.491684746054634e-16,-15.071006137397028,9.361868280834476e-16,-15.028637473581272,9.48632565574876e-16,-15.022901970547833,9.145374527429608e-16,-15.038798504308355,9.339541212655632e-16,-15.02967445714312,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,20,hard
9.121212136496e-16,20.604752314204745,37.0,8.507290833563917e-16,-15.070208719980693,9.195374988545399e-16,-15.036430555481328,8.922686392886883e-16,-15.04950437096471,9.271261338870984e-16,-15.032861176832128,9.155224697198351e-16,-15.03833099231741,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,21,hard
9.177943966660861e-16,20.634081139075786,37.0,8.713803057705773e-16,-15.059792259860235,8.988316082528671e-16,-15.046321663613352,9.165347843835094e-16,-15.03785104801857,9.273966770700419e-16,-15.032734464546241,9.276144610117493e-16,-15.032632489563317,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,22,hard
9.216574067475708e-16,20.60401333670486,25.0,8.610304578707851e-16,-15.064981485652902,9.352629745731623e-16,-15.029066258273895,9.203089121402894e-16,-15.036066372307236,9.323421280623721e-16,-15.030424691654238,9.225966872096837e-16,-15.03498810915669,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,23,hard
9.12057051195038e-16,20.682817402130034,37.0,8.487329949214912e-16,-15.071228914079034,9.25539036043178e-16,-15.033605259481979,8.985828208920506e-16,-15.046441888506296,9.092096325392276e-16,-15.04133597182908,9.39447421005475e-16,-15.027127521477434,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,24,hard
9.238576100959358e-16,20.68888845660103,37.0,8.566591003053887e-16,-15.067191967236768,9.404071851775232e-16,-15.026684061309084,9.037459456723243e-16,-15.04395363799737,9.301466661936826e-16,-15.031448566181018,9.396564954939334e-16,-15.027030879778993,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,25,hard
9.188958532403664e-16,20.57260475010893,37.0,8.805884951332129e-16,-15.055226992886032,9.316082318576456e-16,-15.030766682616365,9.183971721349953e-16,-15.036969462193552,9.1472732039987e-16,-15.038708349534486,9.356505852529246e-16,-15.02888630642003,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,26,hard
9.263048480076054e-16,20.557919214673714,25.0,8.53171715695611e-16,-15.068963550692056,9.472320186529615e-16,-15.023543630205955,9.399285061797144e-16,-15.026905178902924,9.28936633098988e-16,-15.032013910154959,9.29137188355881e-16,-15.031920157107349,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,27,hard
9.113226414590116e-16,20.663871003828532,21.0,8.500673922284023e-16,-15.070546642623682,9.067633198210431e-16,-15.042506056169593,8.856088178049612e-16,-15.052758067936727,9.253847012545576e-16,-15.033677684667165,9.27994871503005e-16,-15.032454423871762,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,28,hard
9.16170916932941e-16,20.59989882165327,5.0,8.361137628852529e-16,-15.077734627785874,9.283980133787124e-16,-15.032265797534933,9.256308452238433e-16,-15.033562181619718,9.24116229118706e-16,-15.034273402708045,9.173300896696525e-16,-15.037474360811416,sub-001_ses-2_task_all_physiological_recordings_MATB.xdf,29,hard
1.0066948941316108e-11,3.9759917291565223,1.0,9.140401842536797e-11,-10.039034710813207,2.0806431039451095e-11,-10.681802408630285,3.6134032867600468e-12,-11.442083564742441,1.2318458698092293e-12,-11.909443628274557,5.95360392814398e-13,-12.225220060778149,sub-002_ses-1_task_all_physiological_recordings.xdf,0,easy
3.0029288063073892e-12,4.732273669145823,1.0,2.5221753730106045e-11,-10.598224719157544,6.7219593068718794e-12,-11.17250412097313,1.4590697847192692e-12,-11.835923936075211,4.4140709228620427e-13,-12.355160693113609,2.5380353426780767e-13,-12.59550233455684,sub-002_ses-1_task_all_physiological_recordings.xdf,1,easy
9.210985084459837e-12,4.627203611905837,1.0,8.241791816382625e-11,-10.083978359738406,1.7371260949516125e-11,-10.76016865573017,4.025383867076823e-12,-11.395192698301313,1.3563950407698711e-12,-11.867613806751676,7.681250065168411e-13,-12.114568096084877,sub-002_ses-1_task_all_physiological_recordings.xdf,2,easy
1.6968159771299277e-11,4.714829970136242,1.0,1.4820553576624908e-10,-9.829135574306525,3.5519416656803155e-11,-10.449534175348724,6.130200755034407e-12,-11.212525302744877,2.9275793412048224e-12,-11.533491326151239,1.0857473129168172e-12,-11.96427123678668,sub-002_ses-1_task_all_physiological_recordings.xdf,3,easy
1.2318817242210954e-11,3.8455071537002454,1.0,1.1785772631777923e-10,-9.928641941462207,2.3510600531977415e-11,-10.628736277536351,3.6141003282401467e-12,-11.441999795494986,1.1531101691139458e-12,-11.93812919786352,6.695238297346636e-13,-12.174233960940107,sub-002_ses-1_task_all_physiological_recordings.xdf,4,easy
5.105885780002578e-12,4.108716495391718,1.0,4.483417978218323e-11,-10.348390771022249,1.1790563899946766e-11,-10.928465423676851,2.0412170519426377e-12,-11.690110812310381,5.552979288120762e-13,-12.255473946385463,2.7490297263577394e-13,-12.560820563931237,sub-002_ses-1_task_all_physiological_recordings.xdf,5,easy
1.6418077696843012e-11,4.890453609579252,1.0,1.4428876680232872e-10,-9.840767478370536,3.093995419209522e-11,-10.50948033362744,7.942928411464836e-12,-11.100019351670161,2.4674014294909677e-12,-11.607760187992966,1.6520285425898587e-12,-11.781982453515521,sub-002_ses-1_task_all_physiological_recordings.xdf,6,easy
1.3652117146159544e-11,10.237286414315024,1.0,6.637397188819733e-11,-10.178002192942351,3.182075428741425e-11,-10.497289529938362,1.25749880590501e-11,-10.900492418668943,6.138036940807406e-12,-11.211970502163476,4.899011373897075e-12,-11.309891552253202,sub-002_ses-1_task_all_physiological_recordings.xdf,7,easy
1.9772339690986517e-11,6.665152185055072,1.0,1.2813279962573305e-10,-9.892339684672805,5.5506591559576466e-11,-10.255655440157161,1.2841220234575097e-11,-10.891393705553535,5.04357932977296e-12,-11.297261143823205,3.2780593850769536e-12,-11.484383183048125,sub-002_ses-1_task_all_physiological_recordings.xdf,8,easy
1.4927495626545356e-11,7.171680457058601,1.0,9.080404813452841e-11,-10.041894789768579,3.879229345024657e-11,-10.411254543592966,1.2765222714362269e-11,-10.893971603674082,4.938873715400547e-12,-11.306372078395217,2.0082208544426875e-12,-11.69718852728828,sub-002_ses-1_task_all_physiological_recordings.xdf,9,easy
1.0282126804142334e-11,6.2721639571927215,1.0,7.30763806574587e-11,-10.13622297061642,2.481428300755227e-11,-10.605298268939848,7.612156444430046e-12,-11.118492294707861,2.2461953152676684e-12,-11.648552482867538,1.518825028710904e-12,-11.818492254736434,sub-002_ses-1_task_all_physiological_recordings.xdf,10,easy
2.2885872190905853e-11,5.896593820747379,1.0,1.2537516889687274e-10,-9.90178846891924,8.875970273998256e-11,-10.051784160908275,1.601132698953002e-11,-10.795572673055824,4.861851185739978e-12,-11.313198338417621,1.9760645694243925e-12,-11.704198868611469,sub-002_ses-1_task_all_physiological_recordings.xdf,11,easy
7.411578103723955e-11,5.507578525429316,1.0,5.196092984482737e-10,-9.284323085796387,1.9428007210912902e-10,-9.711571744005925,6.336010314659873e-11,-10.198184124411585,1.328421628399117e-11,-10.876664062147785,8.330762301121217e-12,-11.079315256933768,sub-002_ses-1_task_all_physiological_recordings.xdf,12,easy
1.5788713429165275e-11,4.936902128138632,1.0,1.2212685414884443e-10,-9.913188829696924,4.22580454113007e-11,-10.37409059452265,8.819189792282478e-12,-11.05457131111572,2.3458510938757797e-12,-11.62969955878507,1.1188512695648973e-12,-11.951227640996468,sub-002_ses-1_task_all_physiological_recordings.xdf,13,easy
7.56127343703577e-12,8.782732391722805,1.0,3.884013219867036e-11,-10.410719300570022,1.7615256292338037e-11,-10.754111033689753,7.843510510947008e-12,-11.105489517124068,3.462040281230952e-12,-11.460667883365723,1.5951226315501237e-12,-11.797205923165889,sub-002_ses-1_task_all_physiological_recordings.xdf,14,easy
1.0422116583815197e-11,4.999126823045118,1.0,9.637390919373569e-11,-10.01604052446703,1.4483330547694166e-11,-10.839131557464633,5.66162938301236e-12,-11.247058563473342,1.5448404024610767e-12,-11.811116380906258,1.313793917261267e-12,-11.88147275320504,sub-002_ses-1_task_all_physiological_recordings.xdf,15,hard
3.2679721286392157e-12,4.705979182907877,1.0,2.7090917886811235e-11,-10.567176280074847,7.533629730763046e-12,-11.122995728682536,1.764989560710457e-12,-11.753257858966952,4.500683865916774e-13,-12.34672149141826,2.6279647184318347e-13,-12.580380469665233,sub-002_ses-1_task_all_physiological_recordings.xdf,16,hard
4.154128500472516e-12,4.5747850403393615,1.0,3.569311584731479e-11,-10.447415538448665,9.445169753336574e-12,-11.024790232313364,1.6830292709504023e-12,-11.773908330784904,5.31510005653851e-13,-12.27448855548809,3.4757171514251004e-13,-12.458955573009737,sub-002_ses-1_task_all_physiological_recordings.xdf,17,hard
5.736686932805149e-12,3.8408919973607727,1.0,5.170026062767854e-11,-10.286507267566071,1.314619357076384e-11,-10.881199977251477,2.2341862796107747e-12,-11.650880619566717,4.769691276278463e-13,-12.321509730257107,2.3206995635210255e-13,-12.634381079427932,sub-002_ses-1_task_all_physiological_recordings.xdf,18,hard
3.850506651500689e-12,4.336164896136719,1.0,3.615172900980548e-11,-10.441870927098055,6.466504601460351e-12,-11.189330409053374,1.42160912996905e-12,-11.8472197960339,5.23890770936195e-13,-12.280759252185357,3.401096664468979e-13,-12.468381024565694,sub-002_ses-1_task_all_physiological_recordings.xdf,19,hard
8.496879687148064e-12,4.226720457539911,1.0,6.913581613410122e-11,-10.160296906032432,2.3665554204970628e-11,-10.625883320676557,3.753344700221843e-12,-11.425581548954918,9.203030032169027e-13,-12.036069160741668,3.1876815629001316e-13,-12.496525069453675,sub-002_ses-1_task_all_physiological_recordings.xdf,20,hard
1.1786914194664513e-11,5.252899081928297,1.0,9.359003565470637e-11,-10.028770387271901,2.79228306288631e-11,-10.554040557962091,7.515560301432783e-12,-11.124038636268073,1.6729844913856302e-12,-11.776508084941288,1.260751199692983e-12,-11.899370609907045,sub-002_ses-1_task_all_physiological_recordings.xdf,21,hard
3.181741065754867e-12,5.058408468162336,1.0,2.7963203314474634e-11,-10.553413079631866,5.648175146696448e-12,-11.248091844522753,1.7114431115892956e-12,-11.766637532245337,5.138246901655605e-13,-12.289185030966848,3.232087422575384e-13,-12.490516900797017,sub-002_ses-1_task_all_physiological_recordings.xdf,22,hard
4.751120124439962e-11,5.9896247466001515,1.0,3.283849681242866e-10,-9.483616730998666,1.2629721886825556e-10,-9.898606212734206,2.4591173383617182e-11,-10.609220748126997,1.512340524315208e-11,-10.820350410435138,2.745152020847046e-12,-11.56143360021684,sub-002_ses-1_task_all_physiological_recordings.xdf,23,hard
4.072490498496144e-12,3.9006365760610815,1.0,3.827723003385045e-11,-10.417059497868552,7.420846960761333e-12,-11.129546524721848,1.7843555090882961e-12,-11.748518613943274,4.2922525976407026e-13,-12.367314727867903,1.9977257541245454e-13,-12.699464131548087,sub-002_ses-1_task_all_physiological_recordings.xdf,24,hard
1.3727723236888741e-11,6.559367685144969,1.0,8.980611728657025e-11,-10.046694079665471,3.4503797149808223e-11,-10.462133108101668,1.2167377589379825e-11,-10.914803014307738,3.653668936683097e-12,-11.437270807143713,1.6543460015215137e-12,-11.781373653890771,sub-002_ses-1_task_all_physiological_recordings.xdf,25,hard
1.1978750676849135e-10,6.4380655602198225,1.0,6.830721707259224e-10,-9.16553340804298,3.7713499783275144e-10,-9.423503163536104,1.3390504095117833e-10,-9.8732030733534,2.53412525041795e-11,-10.5961719236984,1.2691053121263748e-11,-10.896502338048974,sub-002_ses-1_task_all_physiological_recordings.xdf,26,hard
